"ID" "block" "walking" "of_speed" "eye" "color" "full_alterations" "alterations" "forward" "non" "static" "mean_perc_dur"
"46" 3 14 "Fast" "Fast" "right" "green" 10 15 73.366697922428 13.88772778111 12.745574296462 5.08159999999965
"47" 3 15 "Slow" "Fast" "right" "red" 22 26 58.2543150285196 16.0030654146092 25.7426195568712 2.82446153846048
"48" 3 16 "Fast" "Fast" "right" "red" 14 19 61.8745387453968 25.6440533636065 12.4814078909966 3.44678947368428
"49" 4 1 "Slow" "Slow" "left" "red" 0 14 94.7836101482383 5.21638985176166 0 5.99621428571378
"50" 4 2 "Fast" "Slow" "left" "red" 0 14 0 5.32281690142421 94.6771830985758 6.00185714285752
"51" 4 3 "Slow" "Slow" "left" "green" 0 23 0 8.79539586673352 91.2046041332665 3.48643478260808
"52" 4 4 "Fast" "Slow" "left" "green" 1 4 0 100 0 0
"53" 4 5 "Slow" "Slow" "right" "green" 11 48 10.3283707178668 48.9774063252599 40.6942229568733 0.913187500000579
"54" 4 6 "Fast" "Slow" "right" "green" 1 4 0 100 0 0
"55" 4 7 "Slow" "Slow" "right" "red" 0 13 87.3057111366 12.6942888634 0 5.97130769230918
"56" 4 8 "Fast" "Slow" "right" "red" 0 7 97.0169961845329 2.98300381546715 0 12.3867142857146
"57" 4 9 "Slow" "Fast" "left" "red" 0 8 96.8175610629748 3.18243893702519 0 10.8113750000002
"58" 4 10 "Fast" "Fast" "left" "red" 0 4 97.570936032045 2.429063967955 0 21.8615000000009
"59" 4 11 "Slow" "Fast" "left" "green" 0 8 89.9432951565594 10.0567048434406 0 10.0324999999994
"60" 4 12 "Fast" "Fast" "left" "green" 0 6 0 1.86071476494741 98.1392852350526 14.6273333333326
"61" 4 13 "Slow" "Fast" "right" "green" 0 13 97.0690354872256 2.93096451277444 0 6.6236923076912
"62" 4 14 "Fast" "Fast" "right" "green" 0 10 96.7116035979636 3.28839640203639 0 8.62300000000032
"63" 4 15 "Slow" "Fast" "right" "red" 1 2 24.3878539534738 56.5624060485289 19.0497399979973 19.5049999999974
"64" 4 16 "Fast" "Fast" "right" "red" 1 4 0 100 0 0
"65" 5 1 "Slow" "Slow" "left" "red" 40 46 39.273042378541 27.7574153658924 32.9695422555665 1.34115217391271
"66" 5 2 "Fast" "Slow" "left" "red" 6 13 10.5231164094452 86.8348474102965 2.64203618025828 0.899615384616258
"67" 5 3 "Slow" "Slow" "left" "green" 8 10 4.36498566369171 88.0541968853481 7.5808174509602 1.0624000000018
"68" 5 4 "Fast" "Slow" "left" "green" 9 13 7.15606467179325 86.7882833111533 6.05565201705345 0.901384615385234
"69" 5 5 "Slow" "Slow" "right" "green" 17 20 17.4744810966971 64.5395230408828 17.9859958624201 1.55980000000054
"70" 5 6 "Fast" "Slow" "right" "green" 18 25 15.3255696897815 65.3095543149852 19.3648759952332 1.21300000000047
"71" 5 7 "Slow" "Slow" "right" "red" 27 36 30.8350135576731 51.4055945676707 17.7593918746562 1.16488888888865
"72" 5 8 "Fast" "Slow" "right" "red" 0 6 9.34494687701037 90.6550531229896 0 1.39116666666935
"73" 5 9 "Slow" "Fast" "left" "red" 15 21 18.0628778993652 71.7539085184482 10.1832135821865 1.18123809523898
"74" 5 10 "Fast" "Fast" "left" "red" 19 27 23.550384042181 63.1583170927537 13.2912988650652 1.19025925925827
"75" 5 11 "Slow" "Fast" "left" "green" 17 30 8.59306762286455 72.4635682434425 18.943364133693 0.798666666667123
"76" 5 12 "Fast" "Fast" "left" "green" 10 15 6.71431641089167 84.3728441694946 8.91283941961371 0.921200000000923
"77" 5 13 "Slow" "Fast" "right" "green" 1 5 0.336459462782068 95.7422787583405 3.92126177887741 0.761800000000222
"78" 5 14 "Fast" "Fast" "right" "green" 0 8 0 95.8127747375969 4.18722526240315 0.466750000000138
"79" 5 15 "Slow" "Fast" "right" "red" 4 11 11.4544041975979 86.8487721392028 1.69682366319924 1.06181818181953
"80" 5 16 "Fast" "Fast" "right" "red" 16 24 29.5317660773313 62.426999165706 8.04123475696276 1.36983333333289
"81" 6 1 "Slow" "Slow" "left" "red" 16 34 42.3239574570856 43.8415357846545 13.8345067582598 1.43341176470627
"82" 6 2 "Fast" "Slow" "left" "red" 26 33 47.8354628903466 28.0951612159277 24.0693758937257 1.88948484848537
"83" 6 3 "Slow" "Slow" "left" "green" 13 24 63.1086911855556 31.8768120904952 5.01449672394921 2.48666666666607
"84" 6 4 "Fast" "Slow" "left" "green" 10 22 60.2146861752966 28.4687086922853 11.3166051324181 2.8533181818179
"85" 6 5 "Slow" "Slow" "right" "green" 21 30 44.9838001792307 31.2932282451373 23.722971575632 1.99336666666752
"86" 6 6 "Fast" "Slow" "right" "green" 18 35 28.8195164673173 40.7603309594353 30.4201525732474 1.46877142857228
"87" 6 7 "Slow" "Slow" "right" "red" 25 32 33.0540947953528 23.770180546118 43.1757246585292 2.07018750000057
"88" 6 8 "Fast" "Slow" "right" "red" 11 25 15.0943827414244 37.4674345262784 47.4381827322972 2.18903999999922
"89" 6 9 "Slow" "Fast" "left" "red" 22 32 42.5620358109084 38.2509067879636 19.187057401128 1.67581250000003
"90" 6 10 "Fast" "Fast" "left" "red" 20 31 58.4414987180808 24.4053298996393 17.1531713822799 2.12106451612978
"91" 6 11 "Slow" "Fast" "left" "green" 8 23 65.7474121026801 29.2899813033146 4.96260659400528 2.69669565217191
"92" 6 12 "Fast" "Fast" "left" "green" 8 20 62.5805278765651 32.1816095349616 5.23786258847327 2.98444999999992
"93" 6 13 "Slow" "Fast" "right" "green" 24 33 38.6164724307816 33.2868856234879 28.0966419457305 1.75548484848422
"94" 6 14 "Fast" "Fast" "right" "green" 24 33 50.483859818902 24.1399967742704 25.3761434068276 1.99539393939388
"95" 6 15 "Slow" "Fast" "right" "red" 28 41 29.5962199312864 24.8142472369317 45.5895328317818 1.57956097561063
"96" 6 16 "Fast" "Fast" "right" "red" 22 30 18.8140606727657 29.3526862488644 51.8332530783698 2.05400000000062
"97" 7 1 "Slow" "Slow" "left" "red" 26 33 34.7415352357904 16.5389799656489 48.7194847985607 2.19530303030346
"98" 7 2 "Fast" "Slow" "left" "red" 16 26 12.6269740383167 44.0157579505578 43.3572680111255 1.88023076923044
"99" 7 3 "Slow" "Slow" "left" "green" 21 29 47.1620783872839 17.282391568864 35.5555300438521 2.4845517241388
"100" 7 4 "Fast" "Slow" "left" "green" 10 17 46.4168310322362 39.7447232990809 13.8384456686828 3.12682352941278
"101" 7 5 "Slow" "Slow" "right" "green" 18 22 50.0882014863325 11.88728419087 38.0245143227975 3.51918181818242
"102" 7 6 "Fast" "Slow" "right" "green" 17 25 53.287707231242 21.8228351404877 24.8894576282703 2.73691999999981
"103" 7 7 "Slow" "Slow" "right" "red" 22 30 29.9194039803357 26.3333984846726 43.7471975349917 2.13576666666583
"104" 7 8 "Fast" "Slow" "right" "red" 2 16 6.23338424119162 54.1093953277933 39.6572204310151 2.53531250000015
"105" 7 9 "Slow" "Fast" "left" "red" 11 22 21.9419248103278 45.8987962804468 32.1592789092254 2.15531818181857
"106" 7 10 "Fast" "Fast" "left" "red" 31 34 41.1829185272098 20.7218433775513 38.0952380952389 2.02082352941215
"107" 7 11 "Slow" "Fast" "left" "green" 12 22 43.5907956371438 37.0522332774982 19.3569710853579 2.51050000000065
"108" 7 12 "Fast" "Fast" "left" "green" 26 32 41.5728524514669 23.8428299821312 34.5843175664019 2.0654062499998
"109" 7 13 "Slow" "Fast" "right" "green" 6 14 53.92105917172 39.0038634463801 7.07507738189994 3.8567857142859
"110" 7 14 "Fast" "Fast" "right" "green" 14 19 60.265276689505 16.5548098434045 23.1799134670905 3.8674210526308
"111" 7 15 "Slow" "Fast" "right" "red" 18 34 23.6774453859065 40.1337252867578 36.1888293273357 1.527382352941
"112" 7 16 "Fast" "Fast" "right" "red" 13 24 13.0063016576127 46.6060094068106 40.3876889355767 1.9487916666673
"113" 8 1 "Slow" "Slow" "left" "red" 24 29 40.735246768758 43.0453980957508 16.2193551354912 1.70793103448272
"114" 8 2 "Fast" "Slow" "left" "red" 18 24 42.6708684432745 42.5155853942479 14.8135461624775 2.09775000000203
"115" 8 3 "Slow" "Slow" "left" "green" 19 23 40.8182368183879 43.1514902457763 16.0302729358358 2.16526086956425
"116" 8 4 "Fast" "Slow" "left" "green" 14 19 46.3690577610798 42.3615607429095 11.2693814960106 2.67063157894728
"117" 8 5 "Slow" "Slow" "right" "green" 16 24 52.9765779345867 33.086665067885 13.9367569975283 2.44141666666716
"118" 8 6 "Fast" "Slow" "right" "green" 11 17 49.7392408507391 38.0697020543322 12.1910570949287 3.21323529411765
"119" 8 7 "Slow" "Slow" "right" "red" 17 26 42.8831406661135 44.7762389836417 12.3406203502448 1.85573076923006
"120" 8 8 "Fast" "Slow" "right" "red" 22 27 47.5493396560883 36.6550977630053 15.7955625809065 2.04822222222251
"121" 8 9 "Slow" "Fast" "left" "red" 22 26 35.8158181089203 51.7015062138467 12.482675677233 1.62180769230774
"122" 8 10 "Fast" "Fast" "left" "red" 24 31 50.1781977880442 22.7104458393679 27.1113563725879 2.16864516129055
"123" 8 11 "Slow" "Fast" "left" "green" 18 27 42.5492977078288 43.7720181177569 13.6786841744143 1.82070370370331
"124" 8 12 "Fast" "Fast" "left" "green" 27 32 50.1550057046727 23.9158244113734 25.9291698839539 2.06309375000069
"125" 8 13 "Slow" "Fast" "right" "green" 16 24 56.0941068981259 33.471904979446 10.4339881224282 2.42716666666668
"126" 8 14 "Fast" "Fast" "right" "green" 16 19 53.4063937312098 32.319572994143 14.2740332746472 3.13663157894725
"127" 8 15 "Slow" "Fast" "right" "red" 18 27 48.9065469784339 38.3876434083501 12.7058096132159 1.99299999999941
"128" 8 16 "Fast" "Fast" "right" "red" 26 32 57.6906674657899 19.3036041539625 23.0057283802476 2.18790624999965
"129" 9 1 "Slow" "Slow" "left" "red" 20 21 69.0878897141678 4.57476938475852 26.3373409010737 3.99499999999915
"130" 9 2 "Fast" "Slow" "left" "red" 20 22 63.8232177648564 6.61964930664652 29.5571329284971 3.72540909090888
"131" 9 3 "Slow" "Slow" "left" "green" 12 14 86.7273219849187 1.91448051654408 11.3581974985372 6.20657142857245
"132" 9 4 "Fast" "Slow" "left" "green" 12 13 83.9516319706449 4.44724664766599 11.6011213816891 6.52838461538429
"133" 9 5 "Slow" "Slow" "right" "green" 20 21 48.3053643552017 4.0889697935073 47.605665851291 4.01433333333469
"134" 9 6 "Fast" "Slow" "right" "green" 25 28 36.8346198401197 8.35789739297087 54.8074827669094 2.85357142857174
"135" 9 7 "Slow" "Slow" "right" "red" 12 15 6.93061482534736 5.74634785159614 87.3230373230565 5.56586666666699
"136" 9 8 "Fast" "Slow" "right" "red" 12 13 8.49673940022514 2.65248098923938 88.8507796105355 6.63715384615352
"137" 9 9 "Slow" "Fast" "left" "red" 16 17 76.0546313178759 4.05544671068812 19.889921971436 4.98352941176563
"138" 9 10 "Fast" "Fast" "left" "red" 8 11 87.0069527259563 2.82721688455586 10.1658303894879 7.85209090909022
"139" 9 11 "Slow" "Fast" "left" "green" 16 19 81.5912335969763 4.21548852074344 14.1932778822802 4.44873684210501
"140" 9 12 "Fast" "Fast" "left" "green" 10 13 92.5050398116771 2.13642967352349 5.35853051479945 6.68430769230696
"141" 9 13 "Slow" "Fast" "right" "green" 27 30 37.4391084558835 7.36098345588018 55.1999080882363 2.68776666666721
"142" 9 14 "Fast" "Fast" "right" "green" 15 19 28.685797345039 6.04921588442476 65.2649867705362 4.35442105263218
"143" 9 15 "Slow" "Fast" "right" "red" 14 18 9.05041483429859 4.03046651856876 86.9191186471326 4.70400000000154
"144" 9 16 "Fast" "Fast" "right" "red" 27 29 22.7683083708456 4.57249839197972 72.6591932371746 2.86493103448246
"145" 10 1 "Slow" "Slow" "left" "red" 0 18 54.6098647591513 45.3901352408487 0 2.67627777777711
"146" 10 2 "Fast" "Slow" "left" "red" 3 17 21.2379259192058 77.2922352195283 1.46983886126591 1.17958823529325
"147" 10 3 "Slow" "Slow" "left" "green" 5 10 21.6107503202134 76.5870429878055 1.8022066919811 2.08379999999859
"148" 10 4 "Fast" "Slow" "left" "green" 1 9 37.9026006852644 60.019097904862 2.07830140987363 3.9543333333309
"149" 10 5 "Slow" "Slow" "right" "green" 0 13 0 77.0854010646809 22.9145989353191 1.56284615384692
"150" 10 6 "Fast" "Slow" "right" "green" 20 39 68.0628089966063 17.649652995348 14.2875380080457 1.81943589743605
"151" 10 7 "Slow" "Slow" "right" "red" 13 23 15.0626803700381 62.2902574514711 22.6470621784908 1.43734782608751
"152" 10 8 "Fast" "Slow" "right" "red" 7 18 2.88919102651774 79.2782687513999 17.8325402220823 1.01605555555628
"153" 10 9 "Slow" "Fast" "left" "red" 0 10 14.4404372689812 85.5595627310188 0 1.28530000000028
"154" 10 10 "Fast" "Fast" "left" "red" 0 17 32.5056331170723 67.4943668829277 0 1.68870588235244
"155" 10 11 "Slow" "Fast" "left" "green" 2 7 10.8433196208168 89.1007869790758 0.05589340010732 1.39285714285673
"156" 10 12 "Fast" "Fast" "left" "green" 4 20 32.0171898270821 66.1171682261064 1.86564194681151 1.49015
"157" 10 13 "Slow" "Fast" "right" "green" 10 18 18.7845617541098 74.8237137633788 6.39172448251142 1.23177777777851
"158" 10 14 "Fast" "Fast" "right" "green" 21 33 22.7857735953522 52.199234246697 25.0149921579508 1.25603030303023
"159" 10 15 "Slow" "Fast" "right" "red" 4 17 11.3119454234311 86.2096710220605 2.47838355450838 0.715823529412121
"160" 10 16 "Fast" "Fast" "right" "red" 26 43 32.334763748293 28.8189747656254 38.8462614860816 1.41958139534914
"161" 12 1 "Slow" "Slow" "left" "red" 28 31 36.7181378197665 8.70592302373391 54.5759391564996 2.55564516128934
"162" 12 2 "Fast" "Slow" "left" "red" 26 29 47.5526645443838 11.8016848057014 40.6456506499148 2.64634482758692
"163" 12 3 "Slow" "Slow" "left" "green" 16 22 59.9490202325732 9.37208402559897 30.6788957418278 3.62009090909156
"164" 12 4 "Fast" "Slow" "left" "green" 20 21 72.2306922131633 5.17908342058194 22.5902243662548 3.96857142857057
"165" 12 5 "Slow" "Slow" "right" "green" 20 22 67.7998315617131 8.67229645139317 23.5278719868937 3.64754545454476
"166" 12 6 "Fast" "Slow" "right" "green" 22 24 65.5969059462574 5.44197508325994 28.9611189704827 3.45341666666779
"167" 12 7 "Slow" "Slow" "right" "red" 30 36 51.4032615725696 16.2304813822526 32.3662570451777 2.01474999999959
"168" 12 8 "Fast" "Slow" "right" "red" 19 20 68.950264935282 8.14818183887588 22.9015532258421 4.03899999999994
"169" 12 9 "Slow" "Fast" "left" "red" 30 34 47.1599238182965 11.1075200554275 41.732556126276 2.26505882352927
"170" 12 10 "Fast" "Fast" "left" "red" 29 35 60.7381541521448 15.1596790231774 24.1021668246778 2.09642857142857
"171" 12 11 "Slow" "Fast" "left" "green" 26 28 57.0817169601821 7.91078764577399 35.0074953940439 2.87407142857202
"172" 12 12 "Fast" "Fast" "left" "green" 25 28 66.0978982617023 6.86979279761255 27.0323089406852 2.91028571428542
"173" 12 13 "Slow" "Fast" "right" "green" 20 22 75.2767653758509 6.22551252849471 18.4977220956544 3.74245454545433
"174" 12 14 "Fast" "Fast" "right" "green" 22 24 78.3465016441293 5.00319693095068 16.65030142492 3.4667500000008
"175" 12 15 "Slow" "Fast" "right" "red" 31 36 63.9052091043805 10.6182920059072 25.4764988897123 2.14674999999912
"176" 12 16 "Fast" "Fast" "right" "red" 18 23 68.0522470565423 6.87851191630383 25.0692410271539 3.55226086956511
"177" 14 1 "Slow" "Slow" "left" "red" 21 25 47.9245024178847 17.5859979650911 34.4894996170242 2.88360000000073
"178" 14 2 "Fast" "Slow" "left" "red" 16 27 31.7952357513188 33.9312492130595 34.2735150356217 2.1376666666659
"179" 14 3 "Slow" "Slow" "left" "green" 18 28 41.5595740774555 26.5765559023558 31.8638700201886 2.28535714285655
"180" 14 4 "Fast" "Slow" "left" "green" 27 32 42.2802384713714 30.9044154107102 26.8153461179184 1.87246874999983
"181" 14 5 "Slow" "Slow" "right" "green" 0 11 78.4681674485582 21.5318325514418 0 6.34072727272724
"182" 14 6 "Fast" "Slow" "right" "green" 2 6 86.6087403828944 12.5525585972453 0.838701019860272 13.0331666666692
"183" 14 7 "Slow" "Slow" "right" "red" 20 28 68.2272711617512 17.2841348747855 14.4885939634633 2.57314285714191
"184" 14 8 "Fast" "Slow" "right" "red" 10 15 27.8972480383654 58.5679397598423 13.5348122017923 2.44300000000076
"185" 14 9 "Slow" "Fast" "left" "red" 28 38 29.4574453266542 34.3188466360209 36.2237080373249 1.48902631579001
"186" 14 10 "Fast" "Fast" "left" "red" 31 45 54.2798690671299 24.4575637128433 21.2625672200267 1.4359777777784
"187" 14 11 "Slow" "Fast" "left" "green" 24 26 55.5129467249746 14.3501453787886 30.1369078962368 2.87776923076868
"188" 14 12 "Fast" "Fast" "left" "green" 38 51 40.3925207300993 30.2917479034848 29.3157313664158 1.16374509803915
"189" 14 13 "Slow" "Fast" "right" "green" 18 21 80.3601511632923 10.8990119746945 8.74083686201319 3.72747619047697
"190" 14 14 "Fast" "Fast" "right" "green" 22 27 65.7978888010323 16.8128001466884 17.3893110522793 2.68814814814794
"191" 14 15 "Slow" "Fast" "right" "red" 6 13 5.87034488980611 77.6002075203644 16.5294475898295 1.52776923076845
"192" 14 16 "Fast" "Fast" "right" "red" 23 31 59.8281553732953 24.5194906773834 15.6523539493213 2.11683870967705
"193" 15 1 "Slow" "Slow" "left" "red" 48 55 5.95393255766141 88.7971278940001 5.24893954833852 0.17190909090952
"194" 15 2 "Fast" "Slow" "left" "red" 37 44 3.88031407608366 92.4581953497256 3.66149057419075 0.146477272726936
"195" 15 3 "Slow" "Slow" "left" "green" 40 51 5.65670850274318 90.827882859 3.51540863825678 0.152607843137173
"196" 15 4 "Fast" "Slow" "left" "green" 16 30 3.68086868500625 94.8076746111967 1.51145670379706 0.150466666667004
"197" 15 5 "Slow" "Slow" "right" "green" 24 30 3.35146073101479 94.4077169826336 2.24082228635163 0.162133333333865
"198" 15 6 "Fast" "Slow" "right" "green" 26 35 3.59724732378926 94.0497706103028 2.35298206590797 0.146742857143233
"199" 15 7 "Slow" "Slow" "right" "red" 25 37 2.91507650189878 93.9703272356024 3.11459626249885 0.140486486486594
"200" 15 8 "Fast" "Slow" "right" "red" 3 6 0.337966382412393 98.8607623268323 0.80127129075531 0.169666666664853
"201" 15 9 "Slow" "Fast" "left" "red" 8 20 2.2324672965002 97.1418513808178 0.625681322682015 0.125849999999846
"202" 15 10 "Fast" "Fast" "left" "red" 17 29 3.30224437757899 95.110381107718 1.58737451470306 0.1467931034482
"203" 15 11 "Slow" "Fast" "left" "green" 27 40 5.76250305093878 91.3085926149848 2.92890433407645 0.186949999999888
"204" 15 12 "Fast" "Fast" "left" "green" 32 43 4.27136851938006 92.8409621672162 2.88766931340378 0.142581395348697
"205" 15 13 "Slow" "Fast" "right" "green" 33 47 4.50158886505782 92.0720910871034 3.42632004783882 0.143851063830005
"206" 15 14 "Fast" "Fast" "right" "green" 30 41 4.50389513458272 92.6750478145213 2.82105705089602 0.153195121951285
"207" 15 15 "Slow" "Fast" "right" "red" 16 24 1.56874842896641 96.4591759786161 1.97207559241745 0.129124999999779
"208" 15 16 "Fast" "Fast" "right" "red" 21 28 2.14785902882972 95.5355297899012 2.31661118126907 0.138892857143479
"209" 18 1 "Slow" "Slow" "left" "red" 12 20 12.0558909467136 69.7488545539253 18.1952544993611 1.33040000000001
"210" 18 2 "Fast" "Slow" "left" "red" 19 28 29.6498554449015 46.0798035886505 24.270340966448 1.67853571428506
"211" 18 3 "Slow" "Slow" "left" "green" 6 12 12.8998084075309 84.3378789586436 2.7623126338255 1.1580833333331
"212" 18 4 "Fast" "Slow" "left" "green" 4 17 61.8084985835725 34.011331444757 4.1801699716705 3.42558823529355
"213" 18 5 "Slow" "Slow" "right" "green" 0 12 83.4866620874499 16.5133379125501 0 6.1785000000012
"214" 18 6 "Fast" "Slow" "right" "green" 12 21 61.8364353688768 30.1911248053075 7.97243982581568 2.92376190476248
"215" 18 7 "Slow" "Slow" "right" "red" 8 20 24.5704154923398 68.8721701972674 6.55741431039281 1.36950000000179
"216" 18 8 "Fast" "Slow" "right" "red" 2 16 19.2174640499429 80.7260106719527 0.0565252781043665 1.06556250000113
"217" 18 9 "Slow" "Fast" "left" "red" 20 33 23.549322458795 56.2353430449756 20.2153344962294 1.14799999999906
"218" 18 10 "Fast" "Fast" "left" "red" 19 26 30.0834984594474 53.846770591122 16.0697309494306 1.54980769230818
"219" 18 11 "Slow" "Fast" "left" "green" 8 18 21.261889088134 75.2082718543749 3.52983905749104 1.21349999999923
"220" 18 12 "Fast" "Fast" "left" "green" 14 22 26.5942161200388 62.5997810518722 10.806002828089 1.49077272727267
"221" 18 13 "Slow" "Fast" "right" "green" 4 13 78.6641845771844 19.5735319005074 1.76228352230825 5.4835384615379
"222" 18 14 "Fast" "Fast" "right" "green" 8 17 63.1597438658087 33.2011106703777 3.63914546381361 3.46705882352869
"223" 18 15 "Slow" "Fast" "right" "red" 10 19 27.3287126462873 65.1948642199755 7.47642313373724 1.61221052631567
"224" 18 16 "Fast" "Fast" "right" "red" 4 19 42.1420216450655 55.2539832154246 2.60399513950987 2.07378947368354
"225" 19 1 "Slow" "Slow" "left" "red" 33 40 32.9486285448856 24.5525337052391 42.4988377498753 1.62287500000013
"226" 19 2 "Fast" "Slow" "left" "red" 26 36 24.7335866190904 25.3706620951799 49.8957512857297 1.78969444444374
"227" 19 3 "Slow" "Slow" "left" "green" 31 34 51.0385516851247 20.6855942085722 28.2758541063031 2.02044117647058
"228" 19 4 "Fast" "Slow" "left" "green" 36 38 54.1227368152267 10.4097799738037 35.4674832109696 2.03268421052666
"229" 19 5 "Slow" "Slow" "right" "green" 16 22 63.1565777201549 20.9320048226735 15.9114174571716 3.15977272727237
"230" 19 6 "Fast" "Slow" "right" "green" 30 41 60.828800708144 9.9709989634367 29.2002003284193 1.88531707317008
"231" 19 7 "Slow" "Slow" "right" "red" 31 42 37.0046776395031 18.3034516547064 44.6918707057905 1.66752380952364
